isogroup1918	GO:0001669;GO:0005737;GO:0005829;GO:0070062;GO:0005615;GO:0005759;GO:0005739;GO:0031965;GO:0005634;GO:0005886;GO:0035539;GO:0008413;GO:0047693;GO:0036219;GO:0046872;GO:0030515;GO:0007568;GO:0046061;GO:0006203;GO:0042262;GO:0006281;GO:0008584;GO:0006195;GO:0046686
isogroup64908	GO:0005634;GO:0004722
isogroup42478	GO:0005789;GO:0016021
isogroup149693	GO:0005930;GO:0036064;GO:0005829;GO:0015630;GO:0005739;GO:0005654;GO:0032391;GO:0045494;GO:1903621;GO:1903546;GO:0050896;GO:0007601
isogroup31227	GO:0003873;GO:0005524;GO:0004331;GO:0006003;GO:0006000
isogroup54949	GO:0005739;GO:0005524;GO:0009374;GO:0004075;GO:0003677;GO:0046872;GO:0004736;GO:0006094;GO:0006090
isogroup4460	GO:0045177;GO:0070062;GO:0016021;GO:0005622;GO:0005886;GO:0005509;GO:0001658;GO:0021987;GO:0072137;GO:0048565;GO:0008543;GO:0003007;GO:0007157;GO:0035329;GO:0007156;GO:0060122;GO:0022008;GO:0007219;GO:0043931;GO:0007009;GO:0072307
isogroup37991	GO:0005783;GO:0016021;GO:0005886
isogroup150934	GO:0005887;GO:0015279;GO:0006828;GO:0051480
isogroup66743	GO:0005737;GO:0030027;GO:0003779;GO:0008157;GO:0072542;GO:0030036;GO:0061386;GO:0048484;GO:2001045;GO:0001755;GO:0001843;GO:0043085;GO:0051726;GO:0007266
isogroup119730	GO:0005829;GO:0005730;GO:0005634;GO:0005886;GO:0016874;GO:0003723;GO:0000977;GO:0001078;GO:0008270;GO:0045347;GO:0000122;GO:0006366
isogroup105071	GO:0005789;GO:0000139;GO:0016021;GO:0046872;GO:0004767;GO:0050290
isogroup102372	GO:0031362;GO:0070062;GO:0005615;GO:0016021;GO:0005886;GO:0003840;GO:0036374;GO:0006520;GO:0019344;GO:0006536;GO:0006750;GO:0006751;GO:0006749;GO:0019370;GO:0006691;GO:0002682;GO:0050727;GO:0007283;GO:0006805;GO:0031638
isogroup40872	GO:0030659;GO:0005783;GO:0070062;GO:0005925;GO:0070765;GO:0005794;GO:0016021;GO:0005887;GO:0005765;GO:0042470;GO:0004175;GO:0008233;GO:0042982;GO:0034205;GO:0050673;GO:0006509;GO:0002262;GO:0007220;GO:0007219;GO:0043085;GO:0016485;GO:0042098
isogroup9338	GO:0005737;GO:0003680;GO:0008301;GO:0042277;GO:0008270;GO:0071236;GO:0071493;GO:0008630;GO:0010043
isogroup91143	GO:0016021;GO:0005886;GO:0005261;GO:0022840;GO:0005272;GO:0005244;GO:0070588;GO:0006816;GO:0034220;GO:0086010;GO:0071805;GO:0060075;GO:0035725
isogroup77381	GO:0016491
isogroup69033	GO:0030054;GO:0042995;GO:0031901;GO:0002102;GO:0045202;GO:0008289;GO:0016191
isogroup139679	GO:0005655;GO:0000172;GO:0000171;GO:0004526;GO:0006364;GO:0008033
isogroup69333	GO:0045179;GO:0005903;GO:0070062;GO:0016459;GO:0043234;GO:0005524;GO:0003774;GO:0017137;GO:0032439;GO:0008152;GO:0015031;GO:0016192
isogroup24689	GO:0030054;GO:0070062;GO:0005622;GO:0043005;GO:0048786;GO:0044325;GO:0046872;GO:0017156;GO:0048791;GO:0019933;GO:0030073;GO:0006886;GO:0007269;GO:1903861;GO:2000463;GO:0010628;GO:0097151;GO:0017157;GO:0042391;GO:2000300;GO:0061669
isogroup38852	GO:0045177;GO:0030054;GO:0005737;GO:0005829;GO:0030425;GO:0043025;GO:0014069;GO:0045211;GO:0032426;GO:0048148;GO:0035584;GO:0048875;GO:0007216;GO:0008277;GO:0007605
isogroup71568	GO:0005654;GO:0046982;GO:0000978;GO:0000977;GO:0043565;GO:0003707;GO:0003700;GO:0001077;GO:0001228;GO:0008270;GO:0030154;GO:0021549;GO:0051321;GO:0038066;GO:0048520;GO:0040019;GO:0045663;GO:0045944;GO:0007283
isogroup150899	GO:0016021;GO:0005524;GO:0016849;GO:0004674;GO:0009190;GO:0035556
isogroup62772	GO:0005737;GO:0004161;GO:0004311;GO:0004337;GO:0042802;GO:0046872;GO:0045337;GO:0033384;GO:0033386;GO:0006720
isogroup63080	GO:0005813;GO:0005737;GO:0005874;GO:0005819;GO:0000922;GO:0051781;GO:0032467
isogroup39372	GO:0005737;GO:0030425;GO:0071339;GO:0005654;GO:0005634;GO:0016605;GO:0000978;GO:0003713;GO:0003712;GO:0000983;GO:0003700;GO:0071375;GO:0009267;GO:0000082;GO:0010629;GO:0051402;GO:0006461;GO:0048678;GO:0032868;GO:0060041;GO:0006366
isogroup45803	GO:0046872;GO:0006915
isogroup31797	GO:0005794
isogroup14190	GO:0005739;GO:0005654;GO:0005634;GO:0019213;GO:0016798;GO:0006974;GO:0051725;GO:0042278
isogroup3986	GO:0005764;GO:0004190;GO:0006508
isogroup36835	GO:0030478;GO:0015629;GO:0072562;GO:0030864;GO:0005737;GO:0005829;GO:0070062;GO:0005576;GO:0005615;GO:1904813;GO:0005925;GO:0030027;GO:0043209;GO:0048471;GO:0005886;GO:0002102;GO:0001726;GO:0016528;GO:0034774;GO:0003779;GO:0005509;GO:0045159;GO:0019904;GO:0051693;GO:0030041;GO:0090527;GO:0051014;GO:0045010;GO:0007568;GO:1990000;GO:0051016;GO:0044267;GO:0071276;GO:0060271;GO:0097284;GO:0046597;GO:0043312;GO:0014003;GO:0006911;GO:0048015;GO:0051127;GO:2001269;GO:0010628;GO:1902174;GO:1903923;GO:0031648;GO:1903903;GO:1903906;GO:0071801;GO:1903909;GO:1903689;GO:0097017;GO:0045471;GO:0051593;GO:0042989;GO:0014891;GO:0042246
isogroup73884	GO:0005675;GO:0043138;GO:0005524;GO:0004003;GO:0016887;GO:0003677;GO:0008022;GO:0047485;GO:0006915;GO:0006281;GO:0006265;GO:0035315;GO:0006289;GO:0000717;GO:0033683;GO:0045944;GO:0008104;GO:0006468;GO:1901990;GO:0006979;GO:0009411;GO:0006366;GO:0006367;GO:0006283
isogroup107	GO:0005595;GO:0005788;GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:1903561;GO:0030020;GO:0007155;GO:0030574;GO:0030199;GO:0035987;GO:0001501
isogroup16609	GO:0000785;GO:0005677;GO:0005654;GO:0003682;GO:0000976;GO:0006342;GO:0016569;GO:0031507;GO:0045892;GO:0006351
isogroup77937	GO:0005737;GO:0005635;GO:0005730;GO:0005524;GO:0009931;GO:0005516;GO:0004683;GO:0004674;GO:0006974;GO:0035556;GO:0018105;GO:0046777
isogroup43989	GO:0005789;GO:0005576;GO:0004169;GO:0071712
isogroup114381	GO:0005783;GO:0044322;GO:0000139;GO:0030176;GO:0005509;GO:0001948;GO:0004571;GO:0051787;GO:1904382;GO:0006491;GO:1904154;GO:0006986;GO:0036510;GO:0030433;GO:0097466
isogroup44522	GO:0035578;GO:0005783;GO:0005768;GO:0070062;GO:0005576;GO:0005615;GO:0005764;GO:0008083;GO:0003723;GO:0043312;GO:0007165
isogroup22902	GO:0017160
isogroup45433	GO:0005604;GO:0005829;GO:0005925;GO:0005887;GO:0016020;GO:0005886;GO:0005178;GO:0007155;GO:0016477;GO:0007166;GO:0031581;GO:0042098
isogroup100912	GO:0005737;GO:0005634;GO:0004342;GO:0016787;GO:0005975;GO:0006044
isogroup45958	GO:0005737;GO:0005634;GO:0005524;GO:0004127;GO:0009041;GO:0006207;GO:0006221
isogroup37570	GO:0031410;GO:0005783;GO:0005789;GO:0010008;GO:0016021;GO:0005765;GO:0004842;GO:0008270;GO:0006897;GO:0016567
isogroup76845	GO:0016021;GO:0005743;GO:0005739;GO:0015218;GO:0000002;GO:1990519;GO:0007005;GO:0006864;GO:0051881
isogroup59877	GO:0043231;GO:0005654;GO:0005634;GO:0043234;GO:0003682;GO:0003677;GO:0048286;GO:0000122;GO:0006351
isogroup59837	GO:0005634;GO:0003677;GO:0051287;GO:0003950;GO:0008270;GO:1990966;GO:0006471
isogroup112130	GO:0004332;GO:0006096
isogroup121530	GO:0005524;GO:0004715
isogroup39159	GO:0031462;GO:0004842;GO:0051438
isogroup142142	GO:0005776;GO:0005829;GO:0005770;GO:0030496;GO:0005942;GO:0035032;GO:0016303;GO:0005524;GO:0042149;GO:0000910;GO:0045022;GO:0016236;GO:0048015
isogroup78899	GO:0000785;GO:0005737;GO:0016020;GO:0005654;GO:0005634;GO:0050681;GO:0031490;GO:0001047;GO:0051213;GO:0032454;GO:0005506;GO:0003700;GO:0000976;GO:0030521;GO:0046293;GO:0033169;GO:0036123;GO:0009755;GO:0051573;GO:0045944;GO:0045893;GO:0010468;GO:2000736;GO:2000036;GO:0007290;GO:0007283;GO:0006351
isogroup65975	GO:0005737;GO:0031965;GO:0005654;GO:0005634;GO:0051539;GO:0005524;GO:0004003;GO:0003682;GO:0003677;GO:0046872;GO:1904385;GO:0071456;GO:0071295;GO:0051026;GO:0000077;GO:0006260;GO:0000731;GO:0006302;GO:1990918;GO:0010705;GO:0008285;GO:0010629;GO:1901796;GO:0006357;GO:0009636;GO:0072520;GO:0007286;GO:0007284;GO:0000732
isogroup133309	GO:0031410;GO:0005829;GO:0070062;GO:0005794;GO:0043231;GO:0005764;GO:0031982;GO:0008239;GO:0008236
isogroup39198	GO:0005623;GO:0004550;GO:0030154;GO:0045454;GO:0006241;GO:0006183;GO:0007275;GO:0007283;GO:0006228
isogroup32604	GO:0005858;GO:0005737;GO:0030286;GO:0005874;GO:0005524;GO:0016887;GO:0003777;GO:0060285;GO:0007018
isogroup44590	GO:0005829;GO:0033116;GO:0000139;GO:0016021;GO:0031201;GO:0031982;GO:0005484;GO:0000149;GO:0034498;GO:0006888;GO:0090166;GO:0006886;GO:0045732;GO:1903358;GO:0048278;GO:0006906
isogroup141631	GO:0005813;GO:0005829;GO:0016021;GO:0016020;GO:0005654;GO:0004842;GO:0008270;GO:0042787
isogroup22088	GO:0005783;GO:0005788;GO:0043231;GO:0016020;GO:0005739;GO:0016222;GO:0005506;GO:0031418;GO:0016702;GO:0004656;GO:0030199;GO:0018401
isogroup32009	GO:0005743;GO:0005739;GO:0048039;GO:0045333;GO:0006744
isogroup63431	GO:0005829;GO:0043025;GO:0005886;GO:0014069;GO:0003677;GO:0005085;GO:0005088;GO:0005089;GO:0001782;GO:0048514;GO:0003209;GO:0007173;GO:0061029;GO:0001942;GO:0003007;GO:0061384;GO:0002260;GO:1904693;GO:0035264;GO:0048011;GO:0060021;GO:0003344;GO:0045742;GO:0046579;GO:0007265;GO:2000973;GO:0035023;GO:0033081;GO:0042129;GO:0007264;GO:0007296
isogroup8949	GO:0016021;GO:0005886;GO:0072509;GO:0070838
isogroup33384	GO:0016607;GO:0005634;GO:0046872;GO:0003723
isogroup128467	GO:0000118;GO:0005654;GO:0005634;GO:0005876;GO:0017053;GO:0008013;GO:0003677;GO:0042393;GO:0047485;GO:0003714;GO:0044212;GO:0060612;GO:0060070;GO:0060613;GO:0016575;GO:0016042;GO:0035264;GO:0000122;GO:0045892;GO:0045944;GO:0045893;GO:0043161;GO:0030814;GO:0010468;GO:0090207;GO:0002021;GO:0006351;GO:0050872
isogroup69470	GO:0005634;GO:0005524;GO:0004674;GO:0007049;GO:0006974;GO:0016569;GO:0006886;GO:0035556;GO:0006468;GO:0001672
isogroup31825	GO:0020002;GO:0016020;GO:0005524;GO:0004714
isogroup41859	GO:0005886;GO:0016208;GO:0006950
isogroup108317	GO:0005938;GO:0030054;GO:0005856;GO:0005829;GO:0003785;GO:0007015;GO:0007399
isogroup119080	GO:0012505;GO:0005622;GO:0005509;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0031338
isogroup7432	GO:0005737;GO:0031410;GO:0005829;GO:0005794;GO:0005654;GO:0005886;GO:0031932;GO:0070300;GO:0005547;GO:0043325;GO:0080025;GO:0005546;GO:0019901;GO:0017016;GO:0030950;GO:0046580;GO:0031098;GO:0021762;GO:0038203
isogroup38687	GO:0005829;GO:0005783;GO:0005743;GO:0005739;GO:0051537;GO:0050660;GO:0046872;GO:0016491;GO:0045454;GO:0097194
isogroup120950	GO:0035577;GO:0005829;GO:0031901;GO:0010008;GO:0070062;GO:0043231;GO:0005765;GO:0016020;GO:0005886;GO:0030667;GO:0007032;GO:0043312;GO:0001649;GO:0015031;GO:2000641;GO:1902954
isogroup27340	GO:0005801;GO:0033116;GO:0030134;GO:0005794;GO:0000137;GO:0032580;GO:0000139;GO:0005874;GO:0072686;GO:0005634;GO:0000922;GO:0045296;GO:0061676;GO:0008017;GO:0019901;GO:0019905;GO:0008356;GO:0051297;GO:0048208;GO:0006888;GO:0090166;GO:0090161;GO:0007020;GO:0090307;GO:0010507;GO:0032091;GO:0060050;GO:1904668;GO:0006486;GO:0051289;GO:0051225;GO:0090306
isogroup98042	GO:0005737;GO:0005829;GO:0005789;GO:0045025;GO:0005758;GO:0005739;GO:0005634;GO:0042788;GO:0000175;GO:0035198;GO:0034046;GO:0008266;GO:0004654;GO:0003723;GO:0035458;GO:0034599;GO:0097421;GO:0000958;GO:0097222;GO:0000965;GO:0000964;GO:0000957;GO:0070584;GO:0071850;GO:0006402;GO:0045926;GO:0071042;GO:2000627;GO:0000962;GO:0061014;GO:0051260;GO:0070207;GO:0043457;GO:2000772;GO:0051591;GO:0060416;GO:0006401;GO:0035927;GO:0043631;GO:0035928
isogroup80690	GO:0005923;GO:0044291;GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005886;GO:0055037;GO:0055038;GO:0019003;GO:0005525;GO:0003713;GO:0090557;GO:0030336;GO:0031954;GO:0032486;GO:0061097
isogroup120797	GO:0005901;GO:0005737;GO:0005829;GO:0005811;GO:0005739;GO:0005634;GO:0033878;GO:0016298;GO:0042134;GO:0008203;GO:0016042;GO:0006363;GO:0006361;GO:0019433
isogroup40921	GO:0006950
isogroup52196	GO:0000790;GO:0005634;GO:0005667;GO:0003677;GO:0000978;GO:0000981;GO:0003713;GO:0008134;GO:0044212;GO:0032870;GO:0071222;GO:0006955;GO:0000122;GO:0045597;GO:0051091;GO:0045944;GO:0045893;GO:0007265;GO:0051726;GO:0010941;GO:0042127;GO:0051591;GO:0034097;GO:0042493;GO:0009612;GO:0009314;GO:0006351
isogroup41723	GO:0005887;GO:0015173;GO:0015349
isogroup38233	GO:0009331;GO:0005743;GO:0005509;GO:0052591;GO:0043010;GO:0006094;GO:0019563;GO:0006072;GO:0035264
isogroup117409	GO:0005634;GO:0004879;GO:0043565;GO:0003707;GO:0003700;GO:0008270;GO:0000122;GO:0006351
isogroup44072	GO:0005829;GO:0004303;GO:0047045;GO:0006706
isogroup38036	
isogroup57107	GO:0016607;GO:0005654;GO:0000347;GO:0000445;GO:0000346;GO:0003729;GO:0048699;GO:0031124;GO:0006406;GO:0048666;GO:0016973;GO:0006405;GO:0008380;GO:0006369;GO:0046784
isogroup6404	GO:0005829;GO:0005783;GO:0005634;GO:0051117;GO:0008233;GO:0032183;GO:0004843;GO:0036459;GO:0043130;GO:0031625;GO:1904455;GO:0006464;GO:1904293;GO:0016579;GO:0071108;GO:0070536;GO:0006508;GO:0006511
isogroup86731	GO:0005829;GO:0016020;GO:0005654;GO:0048471;GO:0005524;GO:0016301;GO:0004674;GO:0030296;GO:0071407;GO:0060996;GO:0097194;GO:2001271;GO:0018105;GO:0043065;GO:2001238;GO:0046777
isogroup4737	GO:0005737;GO:0005634;GO:0006915;GO:0016567;GO:2000001
isogroup23197	GO:0005737;GO:0005634;GO:0006886
isogroup105955	GO:0005929;GO:0005737;GO:0005856;GO:0030991;GO:0060271;GO:0035721;GO:0007275;GO:0045879;GO:0061512
isogroup73917	GO:0005743;GO:0005525;GO:0006915;GO:0032543;GO:0010941;GO:0043457
isogroup55009	GO:0005737;GO:0005829;GO:0005524;GO:0004817;GO:0046872;GO:0000049;GO:0006423
isogroup10541	GO:0005737;GO:0005829;GO:0010008;GO:0000814;GO:0070062;GO:0005739;GO:0005634;GO:0042803;GO:0047485;GO:0005198;GO:0043328;GO:0006355;GO:0006351
isogroup152103	GO:0005929;GO:0005737;GO:0005856;GO:0030991;GO:0031514;GO:0097730;GO:0005654;GO:0032391;GO:0001750;GO:0000902;GO:0060830;GO:0060271;GO:0055123;GO:0042471;GO:0031076;GO:0048701;GO:0030326;GO:0008406;GO:0001701;GO:0035721;GO:0061055;GO:0050877;GO:0061512;GO:0007224;GO:0060831
isogroup86789	GO:0005737;GO:0005634;GO:0004843;GO:0006284;GO:0042675;GO:0030177;GO:0016579;GO:0050821;GO:0042981;GO:0031935;GO:0006511
isogroup57515	GO:0005576;GO:0016020
isogroup43679	GO:0005737;GO:0070062;GO:0005524;GO:0061631;GO:0061630;GO:0031625;GO:0004842;GO:0070936;GO:0070534;GO:0000209;GO:0016567;GO:0006511
isogroup34463	GO:0005829;GO:0003977;GO:0006048
isogroup112514	GO:0005615;GO:0005730;GO:0005654;GO:0003723;GO:0006355;GO:0006351
isogroup67597	GO:0005737;GO:0042060
isogroup148142	GO:0005730;GO:0003723
isogroup60269	GO:0016324;GO:0009897;GO:0070062;GO:0005615;GO:1903561;GO:0005925;GO:0005887;GO:0016020;GO:0005886;GO:0007420;GO:0007155;GO:0007166;GO:0071404;GO:0007342;GO:0006928;GO:0008285;GO:0014003;GO:0030913;GO:0031623;GO:0009414
isogroup14560	GO:0030424;GO:0005737;GO:0031410;GO:0005829;GO:0030425;GO:0070062;GO:0005765;GO:0005730;GO:0005886;GO:0045202;GO:0008088;GO:0048675;GO:0007268;GO:0090389;GO:0048489;GO:0090659
isogroup84743	GO:0070062;GO:0005777;GO:0007417;GO:0021540;GO:0043473;GO:0009791;GO:1901668
isogroup80410	GO:0071013;GO:0005634;GO:0003755;GO:0006457
isogroup70938	GO:0005938;GO:0005737;GO:0031410;GO:0016591;GO:0031941;GO:0005794;GO:0016459;GO:0031965;GO:0005654;GO:0005634;GO:0048471;GO:0001726;GO:0051015;GO:0043531;GO:0005524;GO:0005516;GO:0003774;GO:0030048;GO:0030330;GO:0006897;GO:0006886;GO:0045944;GO:0051046;GO:0007605
isogroup46480	GO:0016323;GO:0030659;GO:0016021;GO:0008519
isogroup32679	GO:0016021;GO:0005215;GO:0055085
isogroup33856	GO:0005737;GO:0016607;GO:0005654;GO:0005681;GO:0000166;GO:0003723;GO:0000395;GO:0051028
isogroup89224	GO:0016021;GO:0005886;GO:0005509;GO:0030276;GO:0005543;GO:0046982;GO:0042803;GO:0019905;GO:0006906
isogroup37053	GO:0016021;GO:0005886;GO:0005509;GO:0030276;GO:0005543;GO:0046982;GO:0042803;GO:0019905;GO:0006887;GO:0006906
isogroup75301	GO:0016021;GO:0005887;GO:0015171;GO:0033265;GO:0015220;GO:0005307;GO:0008292;GO:0003333;GO:0015871;GO:0019233
isogroup37676	GO:0005737;GO:0005829;GO:0070062;GO:0005622;GO:0005730;GO:0005634;GO:0003723;GO:0043565;GO:0003713;GO:0045446;GO:0007275;GO:0043388;GO:0045893;GO:0019216;GO:0006355;GO:0006351
isogroup54128	GO:0070062;GO:0016021;GO:0006811
isogroup105589	GO:0031410;GO:0005829;GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0005802;GO:0003779;GO:0007015;GO:0030041;GO:0016477;GO:0030010;GO:0007030;GO:0006895;GO:0015031
isogroup31647	GO:0031045;GO:0006914;GO:0007626;GO:0007399;GO:0015031;GO:0035176
isogroup22628	GO:0016607;GO:0005634;GO:0005681;GO:0046540;GO:0000398;GO:0000244
isogroup17216	GO:0005634;GO:0000932;GO:0031251;GO:0000175;GO:0003676;GO:0004535;GO:0006397;GO:0000289
isogroup81271	GO:0005783;GO:0032580;GO:0000139;GO:0017137;GO:0004842;GO:0007049;GO:0007030;GO:0061025;GO:0070936;GO:0016567;GO:0042787;GO:0030334;GO:0006355;GO:0006351
isogroup44970	GO:0005783;GO:0070062;GO:0031012;GO:0005615;GO:0005578;GO:0005201;GO:0020037;GO:0005152;GO:0046872;GO:0004601;GO:0030198;GO:0042744;GO:0006955;GO:0055114;GO:0006979
isogroup80667	GO:0031225;GO:0005576;GO:0005886
isogroup59429	GO:0002080;GO:0097541;GO:0005930;GO:0005814;GO:0005813;GO:0036064;GO:0097546;GO:0097542;GO:0005929;GO:0030992;GO:0060091;GO:0031514;GO:0097730;GO:0002081;GO:0032391;GO:0005802;GO:0019894;GO:0009887;GO:0009952;GO:0007420;GO:0055007;GO:0060411;GO:0060271;GO:0090102;GO:0031122;GO:0007368;GO:0009953;GO:0042733;GO:0001886;GO:0036334;GO:0008544;GO:0001654;GO:0048853;GO:0007507;GO:0060914;GO:0060122;GO:0035735;GO:0001822;GO:0060173;GO:0001889;GO:0030324;GO:0060426;GO:0050680;GO:0007399;GO:0061351;GO:1905515;GO:0007219;GO:0060021;GO:0031016;GO:0043568;GO:0008104;GO:2000785;GO:1902017;GO:0045598;GO:0060259;GO:0042487;GO:0070613;GO:0008589;GO:0034405;GO:0007224;GO:0007288;GO:0007290;GO:0021513;GO:0021537
isogroup160893	GO:0016324;GO:0009925;GO:0016323;GO:0005737;GO:0005887;GO:0005886;GO:0008520;GO:0015229;GO:0070890;GO:0019852;GO:0015882;GO:0006979;GO:0070904
isogroup86624	GO:0005840
isogroup44380	
isogroup39760	GO:0005737;GO:0033503;GO:0005634;GO:0005886;GO:0005524;GO:0061630;GO:0031625;GO:0004842;GO:0032869;GO:0006281;GO:0070979;GO:0070936;GO:0070534;GO:0001666;GO:0006511
isogroup136795	GO:0016021;GO:0005886;GO:0015254;GO:0015265;GO:0015250;GO:0009636;GO:0006833
isogroup31560	GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0031588;GO:0005634;GO:0043531;GO:0016208;GO:0004679;GO:0005524;GO:0004672;GO:0019901;GO:0006633;GO:0061024;GO:0007005;GO:0010628;GO:0006468;GO:1902593
isogroup5531	GO:0005813;GO:0005874;GO:0005739;GO:0000922
isogroup44831	GO:0005737;GO:0005886;GO:0005524;GO:0004860;GO:0004674;GO:0004702;GO:0016740;GO:0006974;GO:0006281;GO:0000165;GO:0007095;GO:0046329;GO:0046330;GO:0043507;GO:0032874;GO:0046777;GO:0006468
isogroup95253	GO:0022625;GO:0016020;GO:0003723;GO:0003735;GO:0071549;GO:0097421;GO:0006412
isogroup47211	GO:0005634;GO:0019784;GO:0004843;GO:0043130;GO:0071108
