isogroup91143	sp|Q6Q760|NALCN_RAT	4e-95
isogroup77381	sp|A7RK30|QORL2_NEMVE	6e-19
isogroup69033	sp|Q8AXV0|SH3G1_CHICK	3e-18
isogroup139679	sp|Q9DB28|POP5_MOUSE	1e-07
isogroup69333	sp|P21271|MYO5B_MOUSE	7e-42
isogroup24689	sp|Q9EQZ7|RIMS2_MOUSE	1e-16
isogroup38852	sp|Q9NSB8|HOME2_HUMAN	5e-48
isogroup71568	sp|P49117|NR2C2_MOUSE	7e-156
isogroup150899	sp|Q7T6Y2|YR831_MIMIV	2e-07
isogroup62772	sp|Q9WTN0|GGPPS_MOUSE	4e-31
isogroup63080	sp|Q1MSJ5|CSPP1_HUMAN	4e-07
isogroup39372	sp|P61244|MAX_HUMAN	5e-46
isogroup45803	sp|Q6P132|TXB1B_DANRE	5e-36
isogroup31797	sp|Q6DCP6|DYM_XENLA	4e-15
isogroup14190	sp|Q922B1|MACD1_MOUSE	1e-79
isogroup3986	sp|O93428|CATD_CHIHA	2e-78
isogroup36835	sp|P06396|GELS_HUMAN	1e-31
isogroup73884	sp|Q5RA62|ERCC3_PONAB	1e-08
isogroup107	sp|Q99715|COCA1_HUMAN	7e-19
isogroup16609	sp|Q497V6|BAHD1_MOUSE	2e-122
isogroup77937	sp|Q54BF0|FHKA_DICDI	2e-12
isogroup43989	sp|Q9DCT5|SDF2_MOUSE	2e-70
isogroup114381	sp|Q925U4|EDEM1_MOUSE	2e-48
isogroup44522	sp|P28799|GRN_HUMAN	7e-19
isogroup22902	sp|Q8CHR9|PIHD2_MOUSE	2e-39
isogroup45433	sp|P48509|CD151_HUMAN	1e-39
isogroup100912	sp|Q9CRC9|GNPI2_MOUSE	5e-80
isogroup45958	sp|Q5VRN0|KCY1_ORYSJ	3e-06
isogroup37570	sp|Q9P0N8|MARH2_HUMAN	3e-11
isogroup76845	sp|Q922G0|S2536_MOUSE	2e-27
isogroup59877	sp|Q924A2|CIC_MOUSE	3e-22
isogroup59837	sp|P31669|PARP1_XENLA	2e-80
isogroup112130	sp|B5DGM7|ALDOA_SALSA	4e-47
isogroup121530	sp|P00521|ABL_MLVAB	1e-57
isogroup39159	sp|Q80ZJ6|ZER1_MOUSE	2e-84
isogroup142142	sp|Q5D891|PK3C3_PIG	2e-23
isogroup78899	sp|Q6PCM1|KDM3A_MOUSE	3e-15
isogroup65975	sp|Q9BX63|FANCJ_HUMAN	2e-55
isogroup133309	sp|Q9ET22|DPP2_MOUSE	1e-42
isogroup39198	sp|P90666|TXND3_HELCR	6e-118
isogroup32604	sp|Q96JB1|DYH8_HUMAN	1e-79
isogroup44590	sp|Q08DB5|STX5_BOVIN	4e-107
isogroup141631	sp|A2AN08|UBR4_MOUSE	5e-34
isogroup22088	sp|Q60715|P4HA1_MOUSE	3e-69
isogroup32009	sp|Q5I0I9|CQ10B_RAT	9e-72
isogroup63431	sp|Q62245|SOS1_MOUSE	2e-15
isogroup8949	sp|Q8BYR8|S41A2_MOUSE	3e-42
isogroup33384	sp|Q5F3Z9|ZC3HE_CHICK	1e-29
isogroup128467	sp|Q8BHJ5|TBL1R_MOUSE	2e-35
isogroup69470	sp|Q8C0V0|TLK1_MOUSE	8e-12
isogroup31825	sp|P33497|RYK_AVIR3	7e-77
isogroup41859	sp|Q8LGG8|USPAL_ARATH	4e-07
isogroup108317	sp|O17389|TYB_CAEEL	1e-08
isogroup119080	sp|Q3UYK3|TBCD9_MOUSE	3e-13
isogroup7432	sp|Q8BKH7|SIN1_MOUSE	2e-06
isogroup38687	sp|Q96NN9|AIFM3_HUMAN	3e-105
isogroup120950	sp|O75165|DJC13_HUMAN	4e-58
isogroup27340	sp|Q08379|GOGA2_HUMAN	2e-147
isogroup98042	sp|Q8K1R3|PNPT1_MOUSE	1e-179
isogroup80690	sp|Q8BU31|RAP2C_MOUSE	5e-119
isogroup120797	sp|Q68J42|LIPS_PIG	9e-17
isogroup40921	sp|P74148|Y1388_SYNY3	6e-13
isogroup52196	sp|P56432|JUN_PIG	2e-61
isogroup41723	sp|A1L1W9|MOT10_DANRE	2e-47
isogroup38233	sp|A6QLU1|GPDM_BOVIN	1e-21
isogroup117409	sp|O09017|NR2F6_RAT	1e-51
isogroup44072	sp|Q9MYP6|DHB14_BOVIN	1e-88
isogroup57107	sp|Q8NI27|THOC2_HUMAN	1e-23
isogroup6404	sp|Q9UHP3|UBP25_HUMAN	6e-41
isogroup86731	sp|Q29502|PAK2_RABIT	2e-47
isogroup4737	sp|Q6GPE5|FEM1B_XENLA	3e-31
isogroup23197	sp|Q5R974|IPO13_PONAB	3e-06
isogroup105955	sp|A8WGF4|IF122_XENTR	1e-49
isogroup73917	sp|Q32LB9|NOA1_BOVIN	3e-23
isogroup55009	sp|Q5F408|SYCC_CHICK	1e-59
isogroup10541	sp|Q9CQ80|VPS25_MOUSE	1e-114
isogroup152103	sp|Q3UGF1|WDR19_MOUSE	8e-38
isogroup86789	sp|Q24574|UBPE_DROME	1e-21
isogroup57515	sp|B3EWZ5|MLRP1_ACRMI	3e-36
isogroup43679	sp|P62255|UB2G1_RAT	2e-77
isogroup34463	sp|Q28CH3|UAP1L_XENTR	2e-61
isogroup112514	sp|Q3V1V3|ESF1_MOUSE	4e-89
isogroup67597	sp|Q5ZKJ4|FGOP2_CHICK	4e-50
isogroup148142	sp|Q5RJG1|NOL10_MOUSE	2e-44
isogroup60269	sp|P40240|CD9_MOUSE	5e-140
isogroup14560	sp|Q96JI7|SPTCS_HUMAN	1e-12
isogroup84743	sp|Q5T011|SZT2_HUMAN	4e-12
isogroup80410	sp|Q3TKY6|CWC27_MOUSE	1e-38
isogroup70938	sp|Q29122|MYO6_PIG	1e-80
isogroup46480	sp|Q69D47|RHBG_ORYLA	5e-95
isogroup32679	sp|P70187|MF14A_MOUSE	2e-47
isogroup33856	sp|Q5R7H2|SRSF1_PONAB	1e-42
isogroup89224	sp|Q7TN84|SYT14_MOUSE	1e-10
isogroup37053	sp|Q7TN83|SYT16_MOUSE	1e-06
isogroup75301	sp|Q9VE46|SC5A7_DROME	7e-26
isogroup37676	sp|O60869|EDF1_HUMAN	2e-61
isogroup54128	sp|Q32NZ6|TMC5_MOUSE	8e-13
isogroup105589	sp|Q9D2V7|CORO7_MOUSE	9e-19
isogroup31647	sp|Q5H8C4|VP13A_MOUSE	1e-98
isogroup22628	sp|Q5ZJ85|PRPF3_CHICK	7e-47
isogroup17216	sp|Q5F450|PAN2_CHICK	3e-32
isogroup81271	sp|D3ZBM7|HACE1_RAT	3e-81
isogroup44970	sp|Q92626|PXDN_HUMAN	2e-40
isogroup80667	sp|P25291|GP2_CANLF	8e-27
isogroup59429	sp|Q61371|IFT88_MOUSE	1e-21
isogroup160893	sp|Q9EPR4|S23A2_MOUSE	7e-24
isogroup86624	sp|Q9DFQ7|RL24_GILMI	1e-10
isogroup39760	sp|P63149|UBE2B_RAT	8e-104
isogroup136795	sp|Q96PS8|AQP10_HUMAN	3e-43
isogroup31560	sp|O54950|AAKG1_MOUSE	6e-06
isogroup5531	sp|Q96DB5|RMD1_HUMAN	5e-73
isogroup44831	sp|Q9H2K8|TAOK3_HUMAN	5e-131
isogroup95253	sp|P62912|RL32_RAT	2e-39
isogroup47211	sp|Q9VL00|OTUBL_DROME	3e-93
isogroup45445	sp|P56817|BACE1_HUMAN	2e-135
isogroup59107	sp|P55112|NAS4_CAEEL	2e-16
isogroup38215	sp|Q96AY4|TTC28_HUMAN	9e-07
isogroup123761	sp|Q80TR8|VPRBP_MOUSE	5e-16
isogroup52773	sp|Q3YBR2|TBRG1_HUMAN	1e-150
isogroup2882	sp|Q8VC30|TKFC_MOUSE	1e-28
isogroup4207	sp|Q96EX3|WDR34_HUMAN	4e-14
isogroup135460	sp|O35400|ST2B1_MOUSE	4e-57
isogroup8168	sp|Q9Y4R7|TTLL3_HUMAN	4e-90
isogroup43198	sp|Q99594|TEAD3_HUMAN	2e-174
isogroup22042	sp|P07814|SYEP_HUMAN	6e-15
isogroup38734	sp|Q9UBQ0|VPS29_HUMAN	1e-109
isogroup123671	sp|Q9Z1N9|UN13B_MOUSE	1e-87
isogroup84194	sp|Q80YQ2|MED23_MOUSE	1e-153
isogroup38145	sp|Q28CA1|COA5_XENTR	2e-16
isogroup149305	sp|Q9CSU0|RPR1B_MOUSE	4e-53
isogroup35770	sp|Q8NCM8|DYHC2_HUMAN	3e-41
isogroup17587	sp|Q8JZS6|N42L2_MOUSE	2e-87
isogroup42975	sp|Q5R5J4|VPS53_PONAB	4e-120
isogroup59570	sp|B2RX12|MRP3_MOUSE	6e-23
isogroup72519	sp|Q8NFZ3|NLGNY_HUMAN	3e-20
isogroup44265	sp|Q60631|GRB2_MOUSE	7e-99
isogroup75527	sp|Q80UY1|CARME_MOUSE	3e-173
isogroup19851	sp|P58021|TM9S2_MOUSE	6e-62
isogroup148534	sp|Q8WNY2|KCNH2_RABIT	1e-30
isogroup53768	sp|Q8C080|SNX16_MOUSE	6e-142
isogroup6154	sp|Q8BKX6|SMG1_MOUSE	2e-27
isogroup81862	sp|P59470|RPC2_MOUSE	1e-30
isogroup45568	sp|Q5R9C9|ATF7_PONAB	3e-36
isogroup4607	sp|Q5F4A9|AR6P4_CHICK	4e-17
isogroup47043	sp|P83732|RL24_RAT	5e-76
isogroup16387	sp|Q68DK2|ZFY26_HUMAN	2e-10
isogroup60586	sp|Q9WTZ3|MBTP1_RAT	2e-11
isogroup84524	sp|Q8K3X4|I2BPL_MOUSE	1e-132
isogroup53861	sp|Q9CWW6|PIN4_MOUSE	2e-70
isogroup49552	sp|Q8CFV2|F149A_MOUSE	4e-27
isogroup15581	sp|Q3MHX1|COMD7_BOVIN	1e-59
isogroup120052	sp|O55044|G6PD_CRIGR	3e-48
isogroup81764	sp|Q9Y4D8|HECD4_HUMAN	6e-20
isogroup46127	sp|Q8R4V5|OIT3_MOUSE	2e-33
isogroup138852	sp|Q09429|ABCC8_RAT	8e-94
isogroup46803	sp|O02466|ILPR_BRALA	5e-168
isogroup15958	sp|Q6P2Y1|PAF1_XENTR	7e-51
isogroup96338	sp|P42898|MTHR_HUMAN	1e-45
isogroup6231	sp|Q6PBD4|HES4_XENTR	2e-35
isogroup32239	sp|Q6ZQM0|RFFL_MOUSE	8e-51
isogroup5823	sp|B3EWY9|MLP_ACRMI	5e-34
isogroup131840	sp|Q8IWZ3|ANKH1_HUMAN	3e-51
isogroup19236	sp|Q6DEZ2|F120A_XENTR	2e-32
isogroup97605	sp|Q96MM6|HS12B_HUMAN	2e-08
isogroup125900	sp|Q62910|SYNJ1_RAT	2e-17
isogroup146735	sp|O59950|RS4_YARLI	1e-36
isogroup43511	sp|P11046|LAMB1_DROME	3e-48
isogroup89871	sp|Q00963|SPTCB_DROME	4e-26
isogroup23849	sp|Q9WUK2|IF4H_MOUSE	2e-109
isogroup67036	sp|Q9Z1M9|SMC1A_RAT	4e-30
isogroup51507	sp|Q25214|SCAL_JUNCO	2e-38
isogroup58440	sp|Q01713|KLF9_RAT	3e-152
isogroup44732	sp|Q00168|KCC2A_DROME	2e-61
isogroup77612	sp|Q7TN88|PK1L2_MOUSE	2e-07
isogroup15359	sp|Q812E4|SYTL5_RAT	7e-26
isogroup72411	sp|Q969U6|FBXW5_HUMAN	7e-08
isogroup115556	sp|P18493|PARP1_BOVIN	2e-18
isogroup29128	sp|O16797|RL3_DROME	7e-47
isogroup144856	sp|Q811J3|IREB2_MOUSE	6e-68
isogroup106191	sp|Q9CXF4|TBC15_MOUSE	4e-23
isogroup46475	sp|Q9D967|MGDP1_MOUSE	3e-112
isogroup22331	sp|Q66HF2|TM9S1_RAT	4e-28
isogroup66628	sp|Q5R881|RSPRY_PONAB	2e-80
isogroup90273	sp|Q80U70|SUZ12_MOUSE	4e-13
isogroup153587	sp|Q13591|SEM5A_HUMAN	1e-23
isogroup43792	sp|P70191|TRAF5_MOUSE	3e-36
isogroup143171	sp|Q8BJ64|CHDH_MOUSE	2e-46
isogroup8454	sp|A2ASS6|TITIN_MOUSE	4e-29
isogroup32294	sp|Q8HXB8|RL29_MACFA	8e-24
isogroup13969	sp|Q924D0|RT4I1_MOUSE	5e-38
isogroup81555	sp|Q6IQY5|CEP70_MOUSE	2e-33
isogroup43553	sp|Q6PAJ1|BCR_MOUSE	7e-165
isogroup90431	sp|Q6P1G2|KDM2B_MOUSE	7e-90
isogroup103886	sp|Q9DA37|SAMD8_MOUSE	6e-154
isogroup30783	sp|Q8WW35|TC1D2_HUMAN	4e-35
isogroup79057	sp|Q8BQM4|HEAT3_MOUSE	2e-19
isogroup20111	sp|G5E8P0|GCP6_MOUSE	1e-61
isogroup139659	sp|Q6ZPV2|INO80_MOUSE	6e-59
isogroup45117	sp|Q8K0U4|HS12A_MOUSE	4e-128
isogroup62663	sp|P17560|RENBP_PIG	4e-46
isogroup89699	sp|O70481|UBR1_MOUSE	3e-111
isogroup9240	sp|B6JWE5|COQ4_SCHJY	2e-37
isogroup44449	sp|Q75N90|FBN3_HUMAN	5e-26
isogroup51791	sp|Q5NC57|F183B_MOUSE	9e-23
isogroup33870	sp|Q8TD84|DSCL1_HUMAN	1e-07
isogroup8870	sp|O00507|USP9Y_HUMAN	9e-178
isogroup35790	sp|Q9Y2H1|ST38L_HUMAN	1e-76
isogroup33773	sp|Q17LW0|MYO7A_AEDAE	2e-27
isogroup114141	sp|P40145|ADCY8_HUMAN	6e-48
isogroup105149	sp|Q6P6X9|NUP53_DANRE	7e-06
isogroup25736	sp|Q8ND76|CCNY_HUMAN	3e-46
isogroup17966	sp|Q91348|F26L_CHICK	4e-42
isogroup29938	sp|Q9R1A8|RFWD2_MOUSE	5e-56
isogroup7143	sp|Q5ZL00|EMC1_CHICK	6e-117
isogroup10856	sp|Q95114|MFGM_BOVIN	5e-58
isogroup60736	sp|Q63932|MP2K2_MOUSE	7e-52
isogroup135348	sp|Q8BGF3|WDR92_MOUSE	9e-27
isogroup122637	sp|Q9CXG3|PPIL4_MOUSE	7e-55
isogroup36456	sp|P62484|ABI2_MOUSE	9e-163
isogroup22090	sp|P50429|ARSB_MOUSE	2e-101
isogroup21309	sp|Q5XI68|NC2B_RAT	3e-55
isogroup17704	sp|P52899|ODPA_CAEEL	5e-35
isogroup48173	sp|Q6P632|NAA20_XENTR	5e-76
isogroup31257	sp|Q8CFG5|CA2D3_RAT	1e-53
isogroup77096	sp|P98999|ADCY9_XENLA	1e-24
isogroup4212	sp|Q9BZG1|RAB34_HUMAN	5e-18
isogroup14648	sp|Q0V9S9|DRC7_XENTR	3e-73
isogroup45462	sp|Q8C142|ARH_MOUSE	3e-11
isogroup97260	sp|Q01520|EF1A_PODAS	3e-31
isogroup36442	sp|Q8IWG1|WDR63_HUMAN	8e-89
isogroup29083	sp|Q95LP5|AXDN1_MACFA	1e-14
isogroup140493	sp|Q91WB4|PKHF2_MOUSE	2e-72
isogroup100731	sp|Q8R151|ZNFX1_MOUSE	1e-93
isogroup125184	sp|P27615|SCRB2_RAT	2e-11
isogroup106959	sp|Q9H974|QTRT2_HUMAN	5e-23
isogroup46140	sp|P26450|P85A_MOUSE	8e-91
isogroup36045	sp|Q9NZJ4|SACS_HUMAN	8e-14
isogroup96883	sp|Q80W14|PR40B_MOUSE	3e-126
isogroup42347	sp|Q68ED7|CRTC1_MOUSE	1e-30
isogroup38074	sp|Q3UPY5|GLBL2_MOUSE	4e-16
isogroup22061	sp|Q7ZYH1|SIN1_XENLA	7e-09
isogroup67655	sp|Q4WVH3|SPB1_ASPFU	7e-21
isogroup29176	sp|Q9BXW9|FACD2_HUMAN	7e-28
isogroup41846	sp|P03697|EXO_LAMBD	4e-09
isogroup29580	sp|Q9I969|TXLNB_CHICK	5e-71
isogroup24185	sp|Q5ZHY5|CHIP_CHICK	4e-169
isogroup6132	sp|Q9H8M2|BRD9_HUMAN	1e-65
isogroup101890	sp|Q6DD38|TRIAB_XENLA	4e-22
isogroup129401	sp|A2AGT5|CKAP5_MOUSE	2e-84
isogroup115367	sp|A6X919|D19L1_MOUSE	1e-120
isogroup54564	sp|Q13619|CUL4A_HUMAN	1e-54
isogroup46630	sp|Q6R6L0|BEGIN_SHEEP	4e-09
isogroup101171	sp|B3EWZ5|MLRP1_ACRMI	1e-08
isogroup5195	sp|P50171|DHB8_MOUSE	1e-123
isogroup159791	sp|Q62674|S28A1_RAT	3e-29
isogroup148223	sp|B3EWY6|SAAR1_ACRMI	3e-10
isogroup16136	sp|Q9BEB0|GSTM2_MACFU	1e-39
isogroup103837	sp|O35435|PYRD_MOUSE	1e-49
isogroup158454	sp|P23780|BGAL_MOUSE	3e-43
isogroup12326	sp|P43234|CATO_HUMAN	4e-70
isogroup32810	sp|O70435|PSA3_MOUSE	3e-149
isogroup37079	sp|Q96NN9|AIFM3_HUMAN	3e-56
isogroup64657	sp|P19102|ETS2A_XENLA	5e-15
isogroup30053	sp|P07953|F261_RAT	3e-47
isogroup46308	sp|B0CQN7|NCB5R_LACBS	2e-28
isogroup74101	sp|O35594|IFT81_MOUSE	2e-115
isogroup12005	sp|Q7ZW98|AP2MB_DANRE	2e-29
isogroup45429	sp|Q9QXL2|KI21A_MOUSE	1e-99
isogroup75144	sp|Q6AYK8|EIF3D_RAT	2e-16
isogroup63292	sp|P52430|PON1_MOUSE	2e-51
isogroup69783	sp|Q9JLI8|SART3_MOUSE	2e-18
isogroup52516	sp|A7UA95|RADIL_DANRE	3e-33
isogroup43327	sp|Q7ZU45|TTC25_DANRE	4e-154
isogroup66373	sp|P52815|RM12_HUMAN	5e-32
isogroup66830	sp|Q810T5|KAT7_RAT	5e-14
isogroup77634	sp|P49756|RBM25_HUMAN	3e-18
isogroup96208	sp|Q02241|KIF23_HUMAN	1e-20
isogroup70955	sp|Q6A4L1|S12A8_XENLA	1e-42
isogroup15969	sp|Q9H892|TTC12_HUMAN	4e-06
isogroup10123	sp|Q9EPR4|S23A2_MOUSE	3e-72
isogroup160385	sp|Q01815|CAC1C_MOUSE	4e-38
isogroup110887	sp|Q5NCQ5|DPH1_MOUSE	2e-102
isogroup57351	sp|Q9SFU0|SC24A_ARATH	2e-97
isogroup70151	sp|Q91857|TAF6_XENLA	2e-51
isogroup60022	sp|Q9NWY4|HPF1_HUMAN	1e-35
isogroup59814	sp|B6F1W5|KTU_ORYLA	1e-18
isogroup14128	sp|Q5RAT5|LSM12_PONAB	3e-08
isogroup49791	sp|Q9JLN9|MTOR_MOUSE	1e-50
isogroup33418	sp|O35595|PTC2_MOUSE	3e-108
isogroup15642	sp|Q6PFQ2|EIF3C_DANRE	2e-13
isogroup67432	sp|Q9JM73|SRF_MOUSE	2e-153
isogroup136585	sp|P17078|RL35_RAT	4e-15
isogroup48342	sp|P26817|ARBK1_RAT	7e-14
isogroup31496	sp|P79735|RAN_DANRE	9e-14
isogroup46549	sp|Q9NUK0|MBNL3_HUMAN	1e-60
isogroup41426	sp|Q944G9|ALFP2_ARATH	4e-141
isogroup45400	sp|P38117|ETFB_HUMAN	5e-117
isogroup83214	sp|Q32PW3|TAF2_DANRE	7e-54
isogroup28792	sp|P06686|AT1A2_RAT	2e-79
isogroup16589	sp|P15626|GSTM2_MOUSE	4e-18
isogroup151616	sp|Q63537|SYN2_RAT	7e-27
isogroup132738	sp|A0JP70|WDR90_XENTR	9e-15
isogroup160633	sp|Q2M389|WASC4_HUMAN	2e-48
isogroup55544	sp|Q9V677|ECM29_DROME	2e-33
isogroup30130	sp|A8XCP3|SODC_CAEBR	6e-12
isogroup1136	sp|Q68F38|VAC14_XENLA	4e-22
isogroup17802	sp|B3EWY9|MLP_ACRMI	3e-21
isogroup54878	sp|O60508|PRP17_HUMAN	2e-21
isogroup38585	sp|Q9P2P6|STAR9_HUMAN	2e-20
isogroup58344	sp|A7RR04|EFGM_NEMVE	7e-69
isogroup144367	sp|A2RRS8|CEP78_XENTR	5e-28
isogroup101030	sp|Q5ZIL9|KBP_CHICK	8e-08
isogroup20330	sp|O17185|SUP9_CAEEL	2e-27
isogroup125446	sp|O04619|ADNT1_ARATH	1e-10
isogroup81079	sp|O15230|LAMA5_HUMAN	6e-18
isogroup56794	sp|Q155U0|VPS51_DANRE	6e-39
isogroup101360	sp|Q9NXR1|NDE1_HUMAN	7e-175
isogroup77160	sp|Q4LDE5|SVEP1_HUMAN	1e-17
isogroup149483	sp|Q92752|TENR_HUMAN	7e-07
isogroup160393	sp|Q18297|TRPA1_CAEEL	4e-05
isogroup70223	sp|P91119|PDE5_CAEEL	4e-41
isogroup80272	sp|Q8IZF0|NALCN_HUMAN	2e-06
isogroup98467	sp|Q61687|ATRX_MOUSE	3e-25
isogroup43291	sp|Q8N6F8|WBS27_HUMAN	9e-19
isogroup131880	sp|Q8VI02|PP4R1_RAT	1e-14
isogroup19793	sp|Q92614|MY18A_HUMAN	3e-66
isogroup44463	sp|Q9VBP3|TNKS_DROME	2e-114
isogroup5078	sp|Q9H6R4|NOL6_HUMAN	2e-07
isogroup48437	sp|Q8BR65|SDS3_MOUSE	1e-172
isogroup4983	sp|Q4R4T9|RANB3_MACFA	2e-42
isogroup126321	sp|Q9JLG8|CAN15_MOUSE	9e-63
isogroup92990	sp|Q8WVM7|STAG1_HUMAN	1e-15
isogroup57025	sp|O89001|CBPD_MOUSE	9e-71
isogroup118540	sp|Q01588|RFA1_XENLA	5e-19
isogroup67406	sp|Q5F489|TAF3_CHICK	4e-16
isogroup88656	sp|O35218|CPSF2_MOUSE	6e-16
isogroup71170	sp|Q12553|XDH_EMENI	3e-23
isogroup76521	sp|P22984|AMID_RHOER	7e-49
isogroup38152	sp|Q03350|TSP2_MOUSE	2e-147
isogroup24732	sp|Q4V8V1|BM1LA_DANRE	2e-32
isogroup33994	sp|P53111|ARI1_YEAST	1e-26
isogroup48160	sp|Q54F23|MROH1_DICDI	7e-23
isogroup99910	sp|Q9CZR2|NALD2_MOUSE	3e-29
isogroup27339	sp|Q9CXF4|TBC15_MOUSE	1e-06
isogroup122297	sp|Q2QI47|USH2A_MOUSE	1e-13
isogroup8091	sp|Q16832|DDR2_HUMAN	6e-18
isogroup5094	sp|Q9ULT8|HECD1_HUMAN	2e-62
isogroup116155	sp|Q9M390|PTR1_ARATH	8e-13
isogroup139288	sp|Q4PM04|RL18_IXOSC	2e-43
isogroup103359	sp|B3RPX6|RSSA_TRIAD	2e-56
isogroup36870	sp|Q8N2E2|VWDE_HUMAN	5e-41
isogroup83088	sp|C3YFB4|DRE2_BRAFL	1e-20
isogroup63853	sp|Q3TWN3|CNNM2_MOUSE	7e-72
isogroup103099	sp|Q95K25|DAAF3_MACFA	9e-25
isogroup9934	sp|Q9Z2X2|PSD10_MOUSE	5e-26
isogroup55151	sp|Q920A5|RISC_MOUSE	3e-14
isogroup78050	sp|Q6AZN6|PK3C3_XENLA	4e-103
isogroup99054	sp|A9JRJ2|TCPR1_XENTR	1e-20
isogroup5245	sp|Q9P2E3|ZNFX1_HUMAN	8e-28
isogroup113384	sp|Q8VCY6|UTP6_MOUSE	1e-22
isogroup94915	sp|Q96QU8|XPO6_HUMAN	2e-52
isogroup124515	sp|Q6JQN1|ACD10_HUMAN	3e-28
isogroup40944	sp|Q7ZW47|STAU2_DANRE	1e-13
isogroup46563	sp|Q9DBN5|LONP2_MOUSE	6e-15
isogroup27224	sp|Q96HP0|DOCK6_HUMAN	1e-92
isogroup54209	sp|Q9Y4D8|HECD4_HUMAN	3e-67
isogroup44306	sp|P28466|WNT5_DROME	6e-05
isogroup69543	sp|Q68FG0|ZC4H2_MOUSE	5e-105
isogroup64285	sp|Q5TYV4|SPE39_DANRE	2e-21
isogroup81005	sp|Q9EQG6|KDIS_RAT	1e-21
isogroup74920	sp|Q5FWK3|RHG01_MOUSE	9e-45
isogroup146041	sp|Q63448|ACOX3_RAT	2e-12
isogroup102939	sp|P31286|WNT5A_XENLA	2e-25
isogroup32433	sp|Q92626|PXDN_HUMAN	6e-93
isogroup15376	sp|Q2NL14|KANL2_BOVIN	2e-13
isogroup120242	sp|Q29261|VILI_PIG	2e-36
isogroup63258	sp|Q58A42|DD3_DICDI	3e-27
isogroup61155	sp|Q32NW2|LENG8_XENLA	2e-149
isogroup27258	sp|Q9QWY8|ASAP1_MOUSE	1e-07
isogroup42131	sp|Q15842|KCNJ8_HUMAN	2e-84
isogroup47039	sp|P05426|RL7_RAT	8e-170
isogroup146758	sp|P17276|PH4H_DROME	2e-24
isogroup17369	sp|Q5ZIT8|TAF2_CHICK	2e-17
isogroup110824	sp|B2RYI0|WDR91_RAT	8e-31
isogroup80591	sp|P16460|ASSY_MOUSE	2e-58
isogroup9128	sp|Q2PZL6|FAT4_MOUSE	2e-55
isogroup16155	sp|Q95R48|OCTL_DROME	4e-09
isogroup43621	sp|O60610|DIAP1_HUMAN	1e-100
isogroup42780	sp|P15771|NUCL_CHICK	3e-25
isogroup83949	sp|O55044|G6PD_CRIGR	4e-49
isogroup46365	sp|Q13367|AP3B2_HUMAN	2e-166
isogroup74695	sp|Q9VR91|HERC2_DROME	5e-05
